サービス名,運営会社,施設名,都道府県,住所,最寄駅,設置場所詳細,営業時間,ブース数,料金（税込）,情報ソース,詳細URL,緯度,経度,ジオコード住所,ジオコードステータス,ジオコードクエリ,ジオコード方法
いいオフィス,,釜石 by co-ba kamaishi marudai,岩手県,岩手県釜石市大平町3-9-1,平田駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/iwate/kamaishishi/kamaishi-by-co-ba,39.25693995669284,141.89754695659448,〒026-0002 岩手県釜石市大平町3-9-1,OK,https://e-office.space/spaces/tohoku/iwate/kamaishishi/kamaishi-by-co-ba,e-office
いいオフィス,,仙台苦竹 by STUDIO080,宮城県,宮城県仙台市宮城野区苦竹3丁目1-6,卸町駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/sendaishi/nigatake-by-studio080,38.26926269449345,140.92609269684647,〒983-0036 宮城県仙台市宮城野区苦竹3丁目1-6,OK,https://e-office.space/spaces/tohoku/miyagi/sendaishi/nigatake-by-studio080,e-office
いいオフィス,,仙台 by Neo Breakthrough,宮城県,宮城県仙台市青葉区中央4-2-9 SUGA -DUNビル中央,仙台駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/sendaishi/sendai-by-neobreakthrough,38.257572908990255,140.87881085679652,〒980-0021 宮城県仙台市青葉区中央4-2-9 SUGA -DUNビル中央,OK,https://e-office.space/spaces/tohoku/miyagi/sendaishi/sendai-by-neobreakthrough,e-office
いいオフィス,,YOYO仙台駅西口 by PaO,宮城県,宮城県仙台市青葉区中央1-7-39,YOYO仙台駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/sendaishi/yoyosendai-by-pao,38.26258465622399,140.8803958700853,〒980-0021 宮城県仙台市青葉区中央1-7-39,OK,https://e-office.space/spaces/tohoku/miyagi/sendaishi/yoyosendai-by-pao,e-office
いいオフィス,,momo仙台駅東口,宮城県,宮城県仙台市宮城野区榴岡4丁目4-5,momo仙台駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/sendaishi/momosendaiekihigashiguchi-by-pao,38.25870271218645,140.88730465424618,〒983‑0852 宮城県仙台市宮城野区榴岡4丁目4-5,OK,https://e-office.space/spaces/tohoku/miyagi/sendaishi/momosendaiekihigashiguchi-by-pao,e-office
いいオフィス,,NOB仙台駅西口,宮城県,宮城県仙台市青葉区中央3丁目8-5,NOB仙台駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/sendaishi/nobsendaiekinishiguchi-by-pao,38.258864775255944,140.87850517986834,〒980‑0021 宮城県仙台市青葉区中央3丁目8-5,OK,https://e-office.space/spaces/tohoku/miyagi/sendaishi/nobsendaiekinishiguchi-by-pao,e-office
いいオフィス,,仙台広瀬通 by COMPASS,宮城県,宮城県仙台市青葉区国分町1丁目8－13 仙台協立第1ビル 1階,あおば通駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/sendaishi/hirosedori-by-compass,38.26152300559377,140.86838360244786,〒980-0803 宮城県仙台市青葉区国分町1丁目8－13 仙台協立第1ビル 1階,OK,https://e-office.space/spaces/tohoku/miyagi/sendaishi/hirosedori-by-compass,e-office
いいオフィス,,仙台 by cocolin,宮城県,宮城県仙台市若林区清水小路6-1 東日本不動産仙台ファーストビル 2F,五橋駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/sendaishi/sendai-by-cocolin,38.25201770995952,140.88155198419713,〒984-0075 宮城県仙台市若林区清水小路6-1 東日本不動産仙台ファーストビル 2F,OK,https://e-office.space/spaces/tohoku/miyagi/sendaishi/sendai-by-cocolin,e-office
いいオフィス,,登米 by SOU,宮城県,宮城県登米市迫町佐沼字大網218-1,最寄り駅なし,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/tome/tome-by-sou,38.67890087326614,141.1948948306799,〒987-0511 宮城県登米市迫町佐沼字大網218-1,OK,https://e-office.space/spaces/tohoku/miyagi/tome/tome-by-sou,e-office
いいオフィス,,柴田 by カフェ＆コワーキングKitai,宮城県,宮城県柴田郡柴田町船岡中央3丁目7-20,船岡駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/miyagi/shibatagun/shibata-by-kitai,38.055022999448624,140.76789803770305,〒989-1601 宮城県柴田郡柴田町船岡中央3丁目7-20,OK,https://e-office.space/spaces/tohoku/miyagi/shibatagun/shibata-by-kitai,e-office
いいオフィス,,秋田大仙 by コミュニティスペース GATHER,秋田県,秋田県大仙市佐野町2-4,大曲駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/akita/daisenshi/daisen-by-gather,39.46969626566937,140.4732732313409,〒014-0017 秋田県大仙市佐野町2-4,OK,https://e-office.space/spaces/tohoku/akita/daisenshi/daisen-by-gather,e-office
いいオフィス,,横手 by かま蔵,秋田県,秋田県横手市四日町6-6,横手駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/akita/yokoteshi/yokote-by-kamakura,39.31381504723469,140.5673862794021,〒013-0022 秋田県横手市四日町6-6,OK,https://e-office.space/spaces/tohoku/akita/yokoteshi/yokote-by-kamakura,e-office
いいオフィス,,米沢 by COGO Works,山形県,山形県米沢市中田町751-1,置賜駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/yamagata/yonezawashi/yonezawas-by-cogoworks,37.94377567049385,140.1291350210607,〒992-0011 山形県米沢市中田町751-1,OK,https://e-office.space/spaces/tohoku/yamagata/yonezawashi/yonezawas-by-cogoworks,e-office
いいオフィス,,長井 by +２ in タスパークホテル,山形県,山形県長井市館町北6番27号,南長井駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/yamagata/nagaishi/nagai-by-plus2,38.101311100373714,140.0433252625895,〒993-0011 山形県長井市館町北6番27号,OK,https://e-office.space/spaces/tohoku/yamagata/nagaishi/nagai-by-plus2,e-office
いいオフィス,,南相馬 by aosubashi,福島県,福島県南相馬市小高区東町2-49,小高駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/fukushima/minamisomashi/minamisoma-by-aosubashi,37.56481294656798,140.99615328854318,〒979-2121 福島県南相馬市小高区東町2-49,OK,https://e-office.space/spaces/tohoku/fukushima/minamisomashi/minamisoma-by-aosubashi,e-office
いいオフィス,,会津七日町通り by コボウシ,福島県,福島県会津若松市大町一丁目1-41 ex1ビル 2階,七日町駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/fukushima/aizuwakamatsushi/aizu-by-koboushi,37.49880906718752,139.92643683148032,〒965-0042 福島県会津若松市大町一丁目1-41 ex1ビル 2階,OK,https://e-office.space/spaces/tohoku/fukushima/aizuwakamatsushi/aizu-by-koboushi,e-office
いいオフィス,,南相馬 by 小高パイオニアヴィレッジ,福島県,福島県南相馬市小高区本町1-87,小高駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/tohoku/fukushima/somashi/minamisoma-by-poineervillage,37.5628397201896,140.99172827116502,〒979-2124 福島県南相馬市小高区本町1-87,OK,https://e-office.space/spaces/tohoku/fukushima/somashi/minamisoma-by-poineervillage,e-office
いいオフィス,,つくば by rooms,茨城県,茨城県つくば市苅間2257-2,研究学園駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/ibaraki/tsukubashi/tsukuba-by-rooms,36.090168180100996,140.09494822657433,〒305-0822 茨城県つくば市苅間2257-2,OK,https://e-office.space/spaces/kanto/ibaraki/tsukubashi/tsukuba-by-rooms,e-office
いいオフィス,,つくば by Studies,茨城県,茨城県つくば市上原747-15-201,つくば駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/ibaraki/tsukubashi/tsukuba-by-studies,36.056890793613704,140.12057075706798,〒305-0055 茨城県つくば市上原747-15-201,OK,https://e-office.space/spaces/kanto/ibaraki/tsukubashi/tsukuba-by-studies,e-office
いいオフィス,,阿字ヶ浦 by イバフォルニア・ベース,茨城県,茨城県ひたちなか市阿字ヶ浦町2237-1,阿字ヶ浦駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/ibaraki/hitachinakashi/ajigaura-by-ibafornia-base,36.38407514734516,140.61247588540422,〒311-1201 茨城県ひたちなか市阿字ヶ浦町2237-1,OK,https://e-office.space/spaces/kanto/ibaraki/hitachinakashi/ajigaura-by-ibafornia-base,e-office
いいオフィス,,高崎問屋町 by iPPO,群馬県,群馬県高崎市問屋町西1-1-3,高崎問屋町駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/gunma/takasakishi/takasakitonyamachi-by-ippo,36.34804748894257,139.00602539606626,〒370-0007 群馬県高崎市問屋町西1-1-3,OK,https://e-office.space/spaces/kanto/gunma/takasakishi/takasakitonyamachi-by-ippo,e-office
いいオフィス,,前橋 by 首都圏NSプラザ,群馬県,群馬県前橋市大手町２丁目１５-８,前橋駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/gunma/maebashishi/maebashi-by-syutoken-nsplaza,36.38859189031267,139.06562849960596,〒371-0026 群馬県前橋市大手町２丁目１５-８,OK,https://e-office.space/spaces/kanto/gunma/maebashishi/maebashi-by-syutoken-nsplaza,e-office
いいオフィス,,那須塩原 by EN-KAKU,栃木県,栃木県那須塩原市本郷町3-14 パラダイスビル 3F,黒磯駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/tochigi/nasukogen/nasukogen-by-en-kaku,36.97778975749612,140.0617357404264,〒325-0053 栃木県那須塩原市本郷町3-14 パラダイスビル 3F,OK,https://e-office.space/spaces/kanto/tochigi/nasukogen/nasukogen-by-en-kaku,e-office
いいオフィス,,いいオフィス浦和,埼玉県,埼玉県さいたま市浦和区高砂2-6-13 あずさビル3階,浦和駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/urawa-by-iio,35.857978894262516,139.6544139804459,〒330-0063 埼玉県さいたま市浦和区高砂2-6-13 あずさビル3階,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/urawa-by-iio,e-office
いいオフィス,,与野 by 窯茶業,埼玉県,埼玉県さいたま市中央区下落合2-12-11,与野駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/yono-by-kamachagou,35.883362556291246,139.63544728534367,〒338-0002 埼玉県さいたま市中央区下落合2-12-11,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/yono-by-kamachagou,e-office
いいオフィス,,大宮 by リブポート大宮,埼玉県,埼玉県さいたま市大宮区宮町1-14 W大宮6F,大宮駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-by-libport,35.90829463718876,139.6246475314657,〒330-0802 埼玉県さいたま市大宮区宮町1-14 W大宮6F,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-by-libport,e-office
いいオフィス,,大宮 by VORT SPACE 大宮,埼玉県,埼玉県さいたま市大宮区仲町1-15 VORT大宮6F,大宮駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-by-relark,35.90511912098127,139.62547826918905,〒330-0845 埼玉県さいたま市大宮区仲町1-15 VORT大宮6F,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-by-relark,e-office
いいオフィス,,大宮 by ワイムビジネスプラザ大宮,埼玉県,埼玉県さいたま市大宮区宮町1-86-1 大宮イーストビル6F,大宮駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-by-waim,35.90841494699443,139.62614281133574,〒330-0802 埼玉県さいたま市大宮区宮町1-86-1 大宮イーストビル6F,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-by-waim,e-office
いいオフィス,,PaO Work 大宮 by PaO,埼玉県,埼玉県さいたま市大宮区大門町3-22-3 オリオンビル 5階西側,大宮駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/paoworkomiya-by-pao,35.906986978187476,139.62929019644895,〒330-0846 埼玉県さいたま市大宮区大門町3-22-3 オリオンビル 5階西側,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/paoworkomiya-by-pao,e-office
いいオフィス,,TKP大宮駅西口 by CHATBOX,埼玉県,埼玉県さいたま市大宮区桜木町１丁目8-１ ベルヴュオフィス大宮6階,TKP大宮駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/tkp-omiyaekinishiguchi-by-remoteworkbox,35.90483115934097,139.62110309325408,〒330-0854 埼玉県さいたま市大宮区桜木町１丁目8-１ ベルヴュオフィス大宮6階,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/tkp-omiyaekinishiguchi-by-remoteworkbox,e-office
いいオフィス,,大宮MTビル by CHATBOX,埼玉県,埼玉県さいたま市大宮区宮町2-35 大宮ＭＴビル１F,大宮駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-mtbuild-by-remoteworkbox,35.9091078,139.6265866,〒330-0802 埼玉県さいたま市大宮区宮町2-35 大宮ＭＴビル１F,OK,https://e-office.space/spaces/kanto/saitama/saitamashi/omiya-mtbuild-by-remoteworkbox,e-office
いいオフィス,,熊谷 by しろくまコワーキング,埼玉県,埼玉県熊谷市本町1-222,上熊谷駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/kumagayashi/kumagaya-by-shirokuma,36.14381967279125,139.38477552862935,〒360-0042 埼玉県熊谷市本町1-222,OK,https://e-office.space/spaces/kanto/saitama/kumagayashi/kumagaya-by-shirokuma,e-office
いいオフィス,,NITTOH MALL by CHATBOX,埼玉県,埼玉県熊谷市銀座2丁目245 3F,熊谷駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/kumagayashi/nittohmall-by-remoteworkbox,36.13907505767279,139.39373626580002,〒3600032 埼玉県熊谷市銀座2丁目245 3F,OK,https://e-office.space/spaces/kanto/saitama/kumagayashi/nittohmall-by-remoteworkbox,e-office
いいオフィス,,上福岡 by 停車場,埼玉県,埼玉県ふじみ野市上福岡1-2-13,上福岡駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/fujiminoshi/kamifukuoka-by-teishajo,35.873066972516725,139.51349008161088,〒356-0004 埼玉県ふじみ野市上福岡1-2-13,OK,https://e-office.space/spaces/kanto/saitama/fujiminoshi/kamifukuoka-by-teishajo,e-office
いいオフィス,,上尾 by TOKYO NORTH GATE,埼玉県,埼玉県上尾市西門前286番地,北上尾駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/ageoshi/ageo-by-tokyonorthgate,35.99267628836094,139.5797980682234,〒362-0005 埼玉県上尾市西門前286番地,OK,https://e-office.space/spaces/kanto/saitama/ageoshi/ageo-by-tokyonorthgate,e-office
いいオフィス,,志木 by セカンドプレイス志木,埼玉県,埼玉県新座市東北2丁目39-7 生光商事ビル4F,志木駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/saitama/niizashi/shiki-by-2ndplace,35.82316468398351,139.5753359574619,〒352-0001 埼玉県新座市東北2丁目39-7 生光商事ビル4F,OK,https://e-office.space/spaces/kanto/saitama/niizashi/shiki-by-2ndplace,e-office
いいオフィス,,いいオフィス柏,千葉県,千葉県柏市柏4-5-24 HEISEI 33ビル4階,柏駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/kashiwashi/kashiwa-by-iio,35.862703,139.9740863,〒277-0005 千葉県柏市柏4-5-24 HEISEI 33ビル4階,OK,https://e-office.space/spaces/kanto/chiba/kashiwashi/kashiwa-by-iio,e-office
いいオフィス,,茂原 by コミュニティスペース SAKURAGI,千葉県,千葉県茂原市下永吉344-1 2F,茂原駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/mobarashi/mobara-by-sakuragi,35.412007012940386,140.3010298574755,〒297-0035 千葉県茂原市下永吉344-1 2F,OK,https://e-office.space/spaces/kanto/chiba/mobarashi/mobara-by-sakuragi,e-office
いいオフィス,,千葉EXビル by CHATBOX,千葉県,千葉県千葉市中央区富士見2-14-1 千葉EXビル 8F,葭川公園駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/chibashi/chiba-ex-by-remoteworkbox,35.60980572962829,140.1172454775693,〒260-0015 千葉県千葉市中央区富士見2-14-1 千葉EXビル 8F,OK,https://e-office.space/spaces/kanto/chiba/chibashi/chiba-ex-by-remoteworkbox,e-office
いいオフィス,,いいオフィス西船橋,千葉県,千葉県船橋市西船4丁目25-5 小﨑ビル4階,西船橋駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/funabashishi/nishifunabashi-by-iio,35.708422,139.9593969,〒273-0031 千葉県船橋市西船4丁目25-5 小﨑ビル4階,OK,https://e-office.space/spaces/kanto/chiba/funabashishi/nishifunabashi-by-iio,e-office
いいオフィス,,津田沼 by MACHI DESK,千葉県,千葉県船橋市前原西2丁目14-2 津田沼駅前安田ビル 4F,津田沼駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/funabashishi/tsudanuma-by-machidesk,35.692531667057274,140.0210335688798,〒274-0825 千葉県船橋市前原西2丁目14-2 津田沼駅前安田ビル 4F,OK,https://e-office.space/spaces/kanto/chiba/funabashishi/tsudanuma-by-machidesk,e-office
いいオフィス,,いいオフィス船橋,千葉県,千葉県船橋市本町7-4-13 アイケービル2F・3F,船橋駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/funabashishi/funabashi-by-iio,35.70224750596236,139.98304771655705,〒273-0005 千葉県船橋市本町7-4-13 アイケービル2F・3F,OK,https://e-office.space/spaces/kanto/chiba/funabashishi/funabashi-by-iio,e-office
いいオフィス,,成田 by WorkWork,千葉県,千葉県成田市幸町911-1,成田駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/naritashi/narita-by-workwork,35.78213086424888,140.31423286679367,〒268-0028 千葉県成田市幸町911-1,OK,https://e-office.space/spaces/kanto/chiba/naritashi/narita-by-workwork,e-office
いいオフィス,,成田 by GAKUYA,千葉県,千葉県成田市花崎町816 ラ・エント成田5F,京成成田駅,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/naritashi/narita-by-gakuya,35.7774443759318,140.3152167265657,〒286-0033 千葉県成田市花崎町816 ラ・エント成田5F,OK,https://e-office.space/spaces/kanto/chiba/naritashi/narita-by-gakuya,e-office
いいオフィス,,松戸 by リブポート松戸,千葉県,千葉県松戸市本町1-23 Ｗ松戸7階,松戸駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/matsudoshi/matsudo-by-libport,35.78396462337916,139.89970589997827,〒271-0091 千葉県松戸市本町1-23 Ｗ松戸7階,OK,https://e-office.space/spaces/kanto/chiba/matsudoshi/matsudo-by-libport,e-office
いいオフィス,,新松戸 by CoworkingSpaceFlat Cafe&Bar,千葉県,千葉県松戸市新松戸3-289 SBC第一ビル2階,幸谷駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/matsudoshi/shinmatsudo-by-flat,35.823228146934525,139.91445998230336,〒270-0034 千葉県松戸市新松戸3-289 SBC第一ビル2階,OK,https://e-office.space/spaces/kanto/chiba/matsudoshi/shinmatsudo-by-flat,e-office
いいオフィス,,いいオフィス八千代緑が丘,千葉県,千葉県八千代市緑が丘西2丁目2-1 レジデンス八千代,八千代緑が丘駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/yachiyoshi/yachiyomidorigaoka-by-iio,35.73021059984715,140.07117795291805,〒276-0040 千葉県八千代市緑が丘西2丁目2-1 レジデンス八千代,OK,https://e-office.space/spaces/kanto/chiba/yachiyoshi/yachiyomidorigaoka-by-iio,e-office
いいオフィス,,津田沼 by  i-Office TSUDANUMA,千葉県,千葉県習志野市津田沼1丁目3-11 昭和第三ビル6階,新津田沼駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/chiba/narashinoshi/tsudanuma-by-ioffice,35.690024206757315,140.02255419574277,〒275-0016 千葉県習志野市津田沼1丁目3-11 昭和第三ビル6階,OK,https://e-office.space/spaces/kanto/chiba/narashinoshi/tsudanuma-by-ioffice,e-office
いいオフィス,,立川 by HAKADORU立川北口店,東京都,東京都立川市曙町2-12-1 曙ビル5階,立川駅,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kanto/tokyo/tachikawashi/tachikawa-by-hakadoru,35.699209490918435,139.4143989270333,〒190-0012 東京都立川市曙町2-12-1 曙ビル5階,OK,https://e-office.space/spaces/kanto/tokyo/tachikawashi/tachikawa-by-hakadoru,e-office
