サービス名,運営会社,施設名,都道府県,住所,最寄駅,設置場所詳細,営業時間,ブース数,料金（税込）,情報ソース,詳細URL,緯度,経度,ジオコード住所,ジオコードステータス,ジオコードクエリ,ジオコード方法
テレキューブ,テレキューブサービス（ブイキューブグループ）,帝国ホテル　タワー館,東京都,東京都千代田区内幸町1-1-1,日比谷駅・内幸町駅・有楽町駅,1F　エントランス / 東京メトロ「日比谷駅」　徒歩3分 / 都営地下鉄「内幸町駅」　徒歩3分 / 東京メトロ「有楽町駅」　徒歩7分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-20:45 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/imperialhotel_tower/,35.6709644,139.7582429,日本、〒100-0011 東京都千代田区内幸町１丁目１−１ 帝国ホテル東京 本館,OK,東京都千代田区内幸町1-1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,日本生命札幌北口ビル,北海道,北海道札幌市北区北七条西4丁目12,札幌駅・さっぽろ駅,1F エントランス入って右奥 / JR「札幌」駅 徒歩3分 / 市営地下鉄南北線「さっぽろ」駅 徒歩5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土曜: 8:00 〜 19:00 料金: ・平日 330円/15分(税込) ・土 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nissay_sapporokitaguchibldg/,43.06985239999999,141.348628,日本、〒060-0807 北海道札幌市北区北７条西４丁目１２,OK,北海道札幌市北区北七条西4丁目12,
テレキューブ,テレキューブサービス（ブイキューブグループ）,ローソン 日本橋二丁目中央通り店,東京都,東京都中央区日本橋2-1-14加藤ビルディング1,日本橋駅,ローソン店舗内入って左奥 / 東京メトロ「日本橋駅」B5出口から徒歩約1分 / 都営浅草線「日本橋駅」から徒歩約5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-20:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：7台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/lawson_nihonbashi2chomechuodori/,35.6821246,139.773022,日本、〒103-0027 東京都中央区日本橋２丁目１−１４ 加藤ビルディング,OK,東京都中央区日本橋2-1-14加藤ビルディング1F,
テレキューブ,テレキューブサービス（ブイキューブグループ）,JRWD堂島タワー,大阪府,大阪府大阪市北区堂島2丁目4-27,西梅田駅・北新地駅・肥後橋駅,1Fエントランス / Osaka Metro四つ橋線 西梅田駅 徒歩5分 / JR東西線 北新地駅 徒歩5分 / Osaka Metro四つ橋線 肥後橋駅 徒歩7分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 7:00-21:00 / 土 7:00-17:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/jrwd_dojimatower/,34.6958828,135.4929538,日本、〒530-0003 大阪府大阪市北区堂島２丁目４−２７,OK,大阪府大阪市北区堂島2丁目4-27,
テレキューブ,テレキューブサービス（ブイキューブグループ）,NAKANO HAKO,東京都,東京都中野区中野2丁目24番9号ナカノサウステラ レジデンス棟2階,中野駅,2Fロータリー側ペデストリアンデッキ沿い奥に店舗入り口。 / 受付を通り、店舗内の通路奥に設置。 / JR中野駅南口　徒歩約3分 / （デッキ直結2階） / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 9:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),１人用：１台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nakano_hako/,35.7050475,139.666525,日本、〒164-0001 東京都中野区中野２丁目２４−３,OK,東京都中野区中野2丁目24番9号ナカノサウステラ レジデンス棟2階,
テレキューブ,テレキューブサービス（ブイキューブグループ）,サンシャインシティ　ワールドインポートマートビル,東京都,東京都豊島区東池袋3丁目1-1,東池袋駅・池袋駅,5F　コンファレンスルーム受付前 / 東池袋駅（東京メトロ有楽町線）6・7番出口より徒歩5分 / 池袋駅（JR・東京メトロ・西武線・東武線）35番出口より徒歩10分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝日 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/sunshinecity_worldimportmartbldg/,35.7284164,139.7206588,日本、〒170-8630 東京都豊島区東池袋３丁目１−１ 文化会館ビル,OK,東京都豊島区東池袋3丁目1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,パシフィコ横浜,神奈川県,神奈川県横浜市西区みなとみらい1丁目1-1,桜木町駅・みなとみらい駅,2F展示ホール　セブン-イレブン側共用スペース / みなとみらい駅から徒歩5分 / 桜木町駅から徒歩12分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/pacificoyokohama/,35.457374,139.6368263,日本、〒220-0012 神奈川県横浜市西区みなとみらい１丁目１−１,OK,神奈川県横浜市西区みなとみらい1丁目1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,【提携店】帝国ホテルプラザ東京,東京都,東京都千代田区内幸町1-1-1,日比谷駅・内幸町駅・有楽町駅,1F エントランス / 東京メトロ「日比谷駅」　徒歩3分 / 都営地下鉄「内幸町駅」　徒歩3分 / 東京メトロ「有楽町駅」　徒歩7分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,【注意】こちらのブースは天井が吹き抜けており防音性能はございません。WEB会議・通話等は周囲へのご配慮をお願い致します。 平日土日祝 11:00-18:45 料金: 220円/15分(税込),1人用：3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/imperialhotel_plaza_tokyo/,35.6709644,139.7582429,日本、〒100-0011 東京都千代田区内幸町１丁目１−１ 帝国ホテル東京 本館,OK,東京都千代田区内幸町1-1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,恵比寿ネオナート,東京都,東京都渋谷区恵比寿4丁目1-18,恵比寿駅,1F　エントランス / JR線 『恵比寿駅』東口から 徒歩1分 / 東京メトロ日比谷線 『恵比寿駅』 徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 7:30-20:00 料金: ・平日 330円/15分(税込),1人用: 1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/ebisuneonart/,35.6455032,139.7110428,日本、〒150-0013 東京都渋谷区恵比寿４丁目１−１８,OK,東京都渋谷区恵比寿4丁目1-18,
テレキューブ,テレキューブサービス（ブイキューブグループ）,北浦和大栄ビル,埼玉県,埼玉県さいたま市浦和区北浦和4丁目5,北浦和駅,1F エントランス / JR京浜東北線「北浦和駅(西口)」徒歩1分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-18:30 料金: ・平日 330円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/kitaurawadaieibldg/,35.8720744,139.6450498,日本、〒330-0074 埼玉県さいたま市浦和区北浦和４丁目５,OK,埼玉県さいたま市浦和区北浦和4丁目5,
テレキューブ,テレキューブサービス（ブイキューブグループ）,emCAMPUS EAST,愛知県,愛知県豊橋市駅前大通二丁目81番地,豊橋駅・新豊橋駅,1F エントランス / JR東海道本線・飯田線「豊橋」駅東口 徒歩５分 / 東海道新幹線「豊橋」駅東口 徒歩５分 / 名鉄本線「豊橋」駅東口 徒歩５分 / 豊鉄渥美線「新豊橋駅」 徒歩４分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:30-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/emcampuseast/,34.7626254,137.3869502,日本、〒440-0888 愛知県豊橋市駅前大通２丁目８１,OK,愛知県豊橋市駅前大通二丁目81番地,
テレキューブ,テレキューブサービス（ブイキューブグループ）,赤坂センタービル,東京都,東京都港区元赤坂1丁目3-13,赤坂見附駅・永田町駅,1F エントランスロビー奥、右に曲がってすぐ / 東京メトロ銀座・丸の内線「赤坂見附」駅徒歩4分 / 東京メトロ有楽町・半蔵門・南北線「永田町」駅徒歩5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-18:30 ・平日 330円/15分(税込),1人用: 2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/akasakacenterbldg/,35.676934,139.733657,日本、〒107-0051 東京都港区元赤坂１丁目３−１３,OK,東京都港区元赤坂1丁目3-13,
テレキューブ,テレキューブサービス（ブイキューブグループ）,池袋大栄ビル,東京都,東京都豊島区南池袋1-21-5,池袋駅,1F　エントランス / JR各線　池袋駅（東口）　徒歩1分 / 東京メトロ有楽町線・丸ノ内線　池袋駅（東口）　徒歩1分 / 副都心線　池袋駅（東口）　徒歩1分 / 西武池袋線　池袋駅（東口）　徒歩1分 / 東武東上線　池袋駅（東口）　徒歩1分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 7:00-21:00 / 土日祝日 8:30-19:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/ikebukurodaieibldg/,35.7283262,139.7123803,日本、〒171-0022 東京都豊島区南池袋１丁目２１−５ 第7野萩ビル,OK,東京都豊島区南池袋1-21-5,
テレキューブ,テレキューブサービス（ブイキューブグループ）,日本生命京都三哲ビル,京都府,京都府京都市下京区東塩小路町608-9,京都駅,1F エントランス入って右手 / モニター・看板奥 / 京都駅徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 7:00-21:00 / 土 7:00-20:00 料金: ・平日 330円/15分(税込) ・土 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nissay_kyotosantetsubldg/,34.9875889,135.7560227,日本、〒600-8216 京都府京都市下京区烏丸通塩小路上る西入東塩小路町６０８−９,OK,京都府京都市下京区東塩小路町608-9,
テレキューブ,テレキューブサービス（ブイキューブグループ）,ニッセイ船橋ビル,千葉県,千葉県船橋市湊町2丁目1-1,京成船橋駅・船橋駅,1F エントランス / 京成船橋駅徒歩7分 / 船橋駅徒歩10分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土 8:00-18:00 料金: ・平日 330円/15分(税込) ・土 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nissay_funabashibldg/,35.695414,139.984429,日本、〒273-0011 千葉県船橋市湊町２丁目１−１,OK,千葉県船橋市湊町2丁目1-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,日本生命千葉駅前ビル,千葉県,千葉県千葉市中央区新町3-13,千葉駅・京成千葉駅,1F エントランス / 京成千葉駅徒歩3分 / JR千葉駅徒歩5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝日 8:00-19:30 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nissay_chibaekimaebldg/,35.6099158,140.1138641,日本、〒260-0028 千葉県千葉市中央区新町３−１３,OK,千葉県千葉市中央区新町3-13,
テレキューブ,テレキューブサービス（ブイキューブグループ）,【特殊価格形態】中部国際空港セントレア 第1ターミナル（出国手続き後エリア)　　グループ用,愛知県,愛知県常滑市セントレア1丁目1,中部国際空港駅,"第1ターミナル3階国際線保安エリア内GATE12・15付近 / <font color=""red""><b>※出国手続き後の保安エリア内となります。国内線利用の方はご利用になれません。</b></font> / 中部国際空港駅　徒歩1分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください","平日土日祝 7:00-21:00 料金: 2,640円/60分(税込)",4人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/centrair/,34.8665079,136.8101086,日本、〒479-0881 愛知県常滑市セントレア１丁目１ 1 第一,OK,愛知県常滑市セントレア1丁目1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,ニッセイ池袋ビル,東京都,東京都豊島区東池袋1丁目24-1,池袋駅・東池袋駅,1F エントランス / 正面玄関入ってすぐ右手奥 / 山手線 池袋駅 徒歩3分 / 東京メトロ有楽町線 東池袋駅 徒歩4分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝日 8:00-19:30 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nissay_ikebukurobldg/,35.7286721,139.7153429,日本、〒170-0013 東京都豊島区東池袋１丁目２４−１,OK,東京都豊島区東池袋1丁目24-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,日本生命南藤沢ビル,神奈川県,神奈川県藤沢市南藤沢4-3,藤沢駅,1F エントランス / 藤沢駅徒歩4分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 8:00-20:45 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nissay_southfujisawabldg/,35.3378252,139.48973,日本、〒251-0055 神奈川県藤沢市南藤沢４−３,OK,神奈川県藤沢市南藤沢4-3,
テレキューブ,テレキューブサービス（ブイキューブグループ）,京橋TDビル,東京都,東京都中央区京橋1丁目2-5,京橋駅・東京駅,1F　エントランス / JR各線　東京駅　徒歩4分 / 東京メトロ銀座線　京橋駅　徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日: 7:00 〜 20:00 料金: 330円/15分(税込),1人用: 1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/kyobashi_td/,35.6788435,139.7707351,日本、〒104-0031 東京都中央区京橋１丁目２−５,OK,東京都中央区京橋1丁目2-5,
テレキューブ,テレキューブサービス（ブイキューブグループ）,京橋エドグラン,東京都,東京都中央区京橋2-2-1,京橋駅・宝町駅・東京駅・銀座一丁目駅,22F　スカイロビー / ※22Fへは3Fオフィスロビー奥のEVをご利用ください / 東京メトロ銀座線「京橋」 駅 直結　7番/8番出口 / 都営浅草線「宝町」 駅 徒歩3分　A5番/A6番出口 / JR各線「東京」駅 徒歩5分　八重洲地下街4番出口 / 東京メトロ有楽町線「銀座一丁目」駅 徒歩5分　7番出口 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日: 7:00 〜 20:00 料金: 330円/15分(税込),1人用: 3台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/kyobashi_edogrand/,35.6773026,139.7698405,日本、〒104-0031 東京都中央区京橋２丁目２,OK,東京都中央区京橋2-2-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,武蔵小杉タワープレイス,神奈川県,神奈川県川崎市中原区小杉町1丁目403-1,武蔵小杉駅,1F エレベーターホールを抜けた奥のロビー / 武蔵小杉駅徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 7:30-22:00 料金: ・平日 330円/15分(税込),1人用: 2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/musashikosugi_towerplace/,35.5776624,139.6578401,日本、〒211-0063 神奈川県川崎市中原区小杉町１丁目４０３,OK,神奈川県川崎市中原区小杉町1丁目403-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,小田急アコルデ新百合ヶ丘北館,神奈川県,神奈川県川崎市麻生区万福寺1丁目17-1,新百合ヶ丘駅,2F ジョナサン横 エレベーターホール / 小田急線新百合ヶ丘駅 北口徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用: 4台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/odakyu_acorde_shinyurigaoka_north/,35.604527,139.5077982,日本、〒215-0004 神奈川県川崎市麻生区万福寺１丁目１７−１,OK,神奈川県川崎市麻生区万福寺1丁目17-1,
テレキューブ,テレキューブサービス（ブイキューブグループ）,エフ・ニッセイ恵比寿ビル,東京都,東京都渋谷区東3丁目16-3,恵比寿駅・代官山駅,1F エントランスロビー / 恵比寿駅徒歩7分 / 代官山駅徒歩12分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:30-18:30 / 土 8:30-16:30 料金: ・平日 330円/15分(税込) ・土曜 220円/15分(税込),1人用: 2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/f-nissay-ebisu/,35.6495783,139.7102049,日本、〒150-0011 東京都渋谷区東３丁目１６−３ エフ・ニッセイ恵比寿ビル,OK,東京都渋谷区東3丁目16-3,
テレキューブ,テレキューブサービス（ブイキューブグループ）,浜離宮建設プラザ,東京都,東京都中央区築地 5丁目5-12,築地市場駅・新橋駅・東銀座駅・築地駅,"1F エントランスロビー / 都営地下鉄大江戸線「築地市場駅」A2出口より徒歩5分 / 浅草線「新橋駅」Ａ1出口より徒歩8分 / JR・銀座線「新橋駅」汐留口より徒歩10分 / 都営浅草線・日比谷線「東銀座駅」6番出口より徒歩12分 / 日比谷線「築地駅」1,2番出口より徒歩10分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください",平日 8:00-19:00 料金: ・平日 330円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/hamarikyu_kensetsuplaza/,35.6634108,139.7649627,日本、〒104-0045 東京都中央区築地５丁目５−１２,OK,東京都中央区築地 5丁目5-12,
テレキューブ,テレキューブサービス（ブイキューブグループ）,NHK名古屋放送センタービル,愛知県,愛知県名古屋市東区東桜1丁目13-3,栄駅・栄町駅,1F エントランスロビー / 地下鉄東山線、名城線「栄」駅下車、オアシス経由徒歩5分 / 名鉄瀬戸線「栄町」駅下車、徒歩3分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-22:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nhk_nagoya/,35.1716545,136.9113173,日本、〒461-0005 愛知県名古屋市東区東桜１丁目１３−３ ＮＨＫ名古屋放送センタービル 1f,OK,愛知県名古屋市東区東桜1丁目13-3NHK名古屋放送センタービル1F,
テレキューブ,テレキューブサービス（ブイキューブグループ）,【提携店】SPACES六本木,東京都,東京都港区六本木7-12-2 ,六本木駅,1F エントランス / 都営地下鉄大江戸線、東京メトロ日比谷線「六本木駅」　徒歩1分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 9:00-18:00 料金: 220円/15分(税込),1人用: 1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/spaces-roppongi/,35.6644994,139.7305357,日本、〒106-0032 東京都港区六本木７丁目１２ R7ビルディング,OK,東京都港区六本木7-12-2 R7ビルディング,
テレキューブ,テレキューブサービス（ブイキューブグループ）,日本生命梅田ビル,大阪府,大阪府大阪市北区堂山町3-3,東梅田駅・大阪駅,1F　エントランス / Osaka Metro谷町線「東梅田駅」徒歩5分 / 東海道本線「大阪駅」徒歩8分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日土日祝 7:00-20:30 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/nissay_umedabldg/,34.7024533,135.5030246,日本、〒530-0027 大阪府大阪市北区堂山町３−３,OK,大阪府大阪市北区堂山町3-3,
テレキューブ,テレキューブサービス（ブイキューブグループ）,豊洲セイルパークビル,東京都,東京都江東区豊洲２丁目１−９,豊洲駅,1F　オフィスエントランス / 東京メトロ有楽町線「豊洲」駅　2a出口から徒歩3分 / ゆりかもめ「豊洲」駅徒歩5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,平日 8:00-20:00 料金: ・平日 330円/15分(税込),1人用：2台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/toyosu-sail-park/,35.6565499,139.7939006,日本、〒135-0061 東京都江東区豊洲２丁目１−９ セイルパークビル,OK,東京都江東区豊洲２丁目１−９,
テレキューブ,テレキューブサービス（ブイキューブグループ）,SKY SPA,神奈川県,神奈川県横浜市西区高島２丁目１９−１２ スカイビル 14階,横浜駅,14F　スカイスパ内ベイビュールーム横 / 横浜駅（JR・市営地下鉄・私鉄）東口より徒歩・エレベーターで約5分 / ※徒歩時間は施設までの時間であり、テレキューブまでの時間ではありませんのでご注意ください,※テレキューブのみのご利用も可能です。 テレキューブのみのご利用の際も、入退場時に必ずフロントでお声掛けください。 平日土日祝 7:00-21:00 料金: ・平日 330円/15分(税込) ・土日祝 220円/15分(税込),1人用：1台,330円/15分,https://telecube.jp/location/,https://telecube.jp/location/skyspa/,35.4645561,139.6246488,日本、〒220-0011 神奈川県横浜市西区高島２丁目１９−１２ スカイビル 14階,OK,神奈川県横浜市西区高島２丁目１９−１２ スカイビル 14階,
